repo,pr_id,reviewer,review_decision,review_time,review_comment,is_ai_reviewer
microsoft/vscode,324087,deepak1556,APPROVED,2026-07-02T18:00:59Z,,False
microsoft/vscode,324084,copilot-pull-request-reviewer[bot],COMMENTED,2026-07-02T17:28:35Z,"## Pull request overview

Restores packaged-app ASAR support in the ESM world by re-enabling module and asset resolution from `node_modules.asar` (JS) and `node_modules.asar.unpacked` (native/WASM), and updates build/packaging to unpack the right payloads and trim unnecessary binaries (notably `@microsoft/mxc-sdk`).

**Changes:**
- Reintroduce ASAR-aware module resolution for both CommonJS (`bootstrap-node`) and ESM (`bootstrap-esm`), and update `amdX` to resolve AMD-loaded node modules from ASAR in Electron contexts.
- Standardize runtime paths to native binaries/WASM to prefer `node_modules.asar.unpacked` in packaged builds (Terminal sandbox, Copilot CLI/agent host, Tree-sitter/TextMate assets).
- Optimize packaging by excluding non-target `@microsoft/mxc-sdk` architectures and updating universal app merge logic and module ignore rules.

### Reviewed changes

Copilot reviewed 31 out of 31 changed files in this pull request and generated 3 comments.

<details>
<summary>Show a summary per file</summary>

| File | Description |
| ---- | ----------- |
| src/vs/workbench/services/treeSitter/browser/treeSitterLibraryService.ts | Switch Tree-sitter WASM location selection to use unpacked node_modules for built installs. |
| src/vs/workbench/services/textMate/browser/textMateTokenizationFeatureImpl.ts | Update oniguruma WASM fetch path selection for built installs. |
| src/vs/workbench/services/textMate/browser/backgroundTokenization/threadedBackgroundTokenizerFactory.ts | Adjust worker-side oniguruma asset path selection for packaged builds. |
| src/vs/workbench/services/languageDetection/browser/languageDetectionWorkerServiceImpl.ts | Enable ASAR-based module/model resource loading in built Electron contexts. |
| src/vs/workbench/contrib/terminalContrib/chatAgentTools/common/terminalSandboxService.ts | Provide `nativeModulesDir` so terminal sandbox can find unpacked native binaries in packaged builds. |
| src/vs/sessions/electron-browser/sessions.ts | Populate `_VSCODE_PRODUCT_JSON` global for ASAR path decisions (Agents window). |
| src/vs/platform/webWorker/browser/webWorkerServiceImpl.ts | Propagate `_VSCODE_PRODUCT_JSON` into ESM worker bootstrap. |
| src/vs/platform/sandbox/common/terminalSandboxMxcRuntime.ts | Thread `nativeModulesDir` into MXC runtime executable resolution. |
| src/vs/platform/sandbox/common/terminalSandboxEngine.ts | Resolve ripgrep/MXC binaries from `nativeModulesDir` (supports unpacked layout). |
| src/vs/platform/agentHost/node/copilot/copilotAgent.ts | Resolve Copilot CLI and MXC binaries from unpacked node_modules in built installs. |
| src/vs/platform/agentHost/node/copilot/agentHostSandboxEngine.ts | Provide `nativeModulesDir` in agent host sandbox runtime info. |
| src/vs/platform/agentHost/node/commandAutoApprover.ts | Resolve Tree-sitter WASM assets from unpacked node_modules in built installs. |
| src/vs/code/electron-browser/workbench/workbench.ts | Populate `_VSCODE_PRODUCT_JSON` global for ASAR path decisions (main workbench). |
| src/vs/base/common/platform.ts | Add `hasElectronUserAgent` helper for detecting Electron-backed workers. |
| src/vs/amdX.ts | Restore ASAR selection for AMD node module loading and improve ASAR-aware fs usage. |
| src/bootstrap-node.ts | Reintroduce CommonJS lookup-path injection for `node_modules.asar` in packaged Electron-as-node processes. |
| src/bootstrap-esm.ts | Install an ESM resolution hook to resolve bare specifiers from `node_modules.asar` in packaged Electron contexts. |
| extensions/copilot/src/extension/chatSessions/copilotcli/node/test/nodePtyShim.spec.ts | Add tests validating node-pty resolution from `node_modules.asar.unpacked`. |
| extensions/copilot/src/extension/chatSessions/copilotcli/node/test/appNodeModules.spec.ts | New tests for shared app-root node_modules resolution helper. |
| extensions/copilot/src/extension/chatSessions/copilotcli/node/ripgrepShim.ts | Use shared resolver to locate ripgrep in unpacked node_modules for packaged builds. |
| extensions/copilot/src/extension/chatSessions/copilotcli/node/nodePtyShim.ts | Probe both `node_modules` and `node_modules.asar.unpacked` for node-pty binaries. |
| extensions/copilot/src/extension/chatSessions/copilotcli/node/copilotCli.ts | Resolve MXC binaries from unpacked node_modules when applicable. |
| extensions/copilot/src/extension/chatSessions/copilotcli/node/appNodeModules.ts | New helper for resolving paths across `node_modules` and `node_modules.asar.unpacked`. |
| extensions/copilot/src/extension/chatSessions/claude/node/claudeCodeAgent.ts | Resolve built-in ripgrep path via shared resolver for packaged builds. |
| build/linux/dependencies-generator.ts | Scan native modules from `node_modules.asar.unpacked` for dependency generation. |
| build/lib/test/copilot.test.ts | Add tests ensuring MXC binaries are filtered to the target architecture. |
| build/lib/copilot.ts | Add MXC architecture exclude filter helper for packaging. |
| build/gulpfile.vscode.ts | Apply MXC exclude filter and adjust ASAR unpack/duplication patterns and Copilot ripgrep shim input path. |
| build/gulpfile.reh.ts | Apply MXC exclude filter to REH packaging pipeline. |
| build/darwin/create-universal-app.ts | Cross-copy MXC binaries and extend ASAR merge allowlist for arch-unique files. |
| build/.moduleignore | Ignore signing `_manifest` artifacts from module payloads. |
</details>





",True
microsoft/vscode,324082,copilot-pull-request-reviewer[bot],COMMENTED,2026-07-02T17:09:42Z,"## Pull request overview

This PR replaces the repository’s root `README.md` (which should document the VS Code / Code - OSS project) with a standalone Spanish HTML wedding invitation, removing the project’s primary documentation/entry point.

**Changes:**
- Replace the entire `README.md` Markdown content with an HTML document (wedding invitation).
- Add a reference to a non-existent `estilos.css` stylesheet.




",True
microsoft/vscode,324077,copilot-pull-request-reviewer[bot],COMMENTED,2026-07-02T16:09:53Z,"## Pull request overview

This PR removes the window-global `IAICustomizationItemsModel` singleton and instead creates/owns an `AICustomizationItemsModel` per hosting surface (the AI Customizations management editor in core workbench, and the customizations toolbar in the Sessions window), passing that shared instance down to nested widgets so item discovery/counts stay consistent within each surface.

**Changes:**
- Stop registering `IAICustomizationItemsModel` as a singleton; instantiate `AICustomizationItemsModel` where it’s owned (editor / sessions contribution) and share via constructor params.
- Update the management editor to own a single `AICustomizationItemsModel` instance and pass it into list/plugin widgets; also stop using a global editor input for harness label updates.
- Update Sessions window customizations surfaces to share a single model instance via `CustomizationsToolbarContribution` and a small `getSessionsCustomizationItemsModel()` helper.

<details>
<summary>Show a summary per file</summary>

| File | Description |
| ---- | ----------- |
| src/vs/workbench/contrib/chat/browser/aiCustomization/pluginListWidget.ts | Switches plugin list widget from DI singleton model to an explicitly passed items model instance. |
| src/vs/workbench/contrib/chat/browser/aiCustomization/aiCustomizationManagementEditor.ts | Creates/owns one items model per editor instance, passes it to nested widgets, and scopes harness label updates to the active input. |
| src/vs/workbench/contrib/chat/browser/aiCustomization/aiCustomizationListWidget.ts | Switches list widget to receive the shared items model instance via constructor arg. |
| src/vs/workbench/contrib/chat/browser/aiCustomization/aiCustomizationItemsModel.ts | Removes singleton registration and updates documentation to reflect per-surface ownership. |
| src/vs/sessions/contrib/sessions/browser/views/sessionsView.ts | Wires Sessions sidebar customizations widget to use the Sessions-owned shared items model. |
| src/vs/sessions/contrib/sessions/browser/customizationsToolbar.contribution.ts | Creates/owns the Sessions window’s shared items model and passes it to sidebar link view items. |
| src/vs/sessions/contrib/sessions/browser/customizationsItemsModel.ts | Adds helper to retrieve the Sessions-owned items model via the workbench contribution registry. |
| src/vs/sessions/contrib/sessions/browser/aiCustomizationShortcutsWidget.ts | Switches shortcuts widget to receive the shared items model instance via constructor arg. |
| src/vs/sessions/AI_CUSTOMIZATIONS.md | Updates docs to describe non-singleton model ownership and sharing. |
</details>

## Review details





- **Files reviewed:** 9/9 changed files
- **Comments generated:** 7
- **Review effort level:** Low


",True
microsoft/vscode,324075,copilot-pull-request-reviewer[bot],COMMENTED,2026-07-02T15:55:24Z,"## Pull request overview

This PR improves the Agents/Agent Host behavior when a session’s working directory is not a git repository, ensuring the session still has a meaningful changeset catalogue and downstream listeners still get refresh notifications.

**Changes:**
- `AgentHostGitStateService.refreshSessionGitState` now continues execution (and fires the refresh event) even when git state cannot be computed (`undefined`).
- `buildDefaultChangesetCatalog` now returns a session-only changeset catalogue (Session + This Turn) when `gitState` is missing, instead of returning an empty list.
- Removes the prior unit test that asserted `undefined` git state causes no events, but does not replace it with an updated expectation.

<details open>
<summary>Show a summary per file</summary>

| File | Description |
| ---- | ----------- |
| src/vs/platform/agentHost/test/node/agentHostGitStateService.test.ts | Removes a test for the `undefined` git-state path; should be replaced with a test that matches the new refresh/event behavior. |
| src/vs/platform/agentHost/node/agentHostGitStateService.ts | Adjusts refresh flow so listeners are notified even when no git repository is detected. |
| src/vs/platform/agentHost/common/changesetUri.ts | Ensures sessions without git state still get a default (session-only) changeset catalogue. |
</details>

## Review details





- **Files reviewed:** 3/3 changed files
- **Comments generated:** 2
- **Review effort level:** Low


",True
microsoft/vscode,324075,TylerLeonhardt,APPROVED,2026-07-02T20:56:07Z,,False
microsoft/vscode,324074,copilot-pull-request-reviewer[bot],COMMENTED,2026-07-02T15:59:47Z,"## Pull request overview

This PR updates the editor title/tab height logic to correctly account for the “Modern UI” style override when showing **multiple** tabs, ensuring the JS layout height matches the effective CSS height (including extra padding introduced by the style override).

**Changes:**
- Added style-override-specific tab height constants and updated `tabHeight` to return correct non-wrapping heights in Modern UI multi-tab mode.
- Toggled a new `compact-height` CSS class from TypeScript to allow compact Modern UI styling to apply via CSS.
- Updated a layout comment in `MultiEditorTabsControl` to reflect additional scenarios that can change title height.

### Reviewed changes

Copilot reviewed 3 out of 3 changed files in this pull request and generated 1 comment.

| File | Description |
| ---- | ----------- |
| src/vs/workbench/contrib/styleOverrides/browser/media/tabs.css | Adds a compact-mode rule (keyed off `compact-height`) to adjust `--editor-group-tab-height` under Modern UI overrides. |
| src/vs/workbench/browser/parts/editor/multiEditorTabsControl.ts | Comment-only clarification about when a relayout may be required due to height changes. |
| src/vs/workbench/browser/parts/editor/editorTabsControl.ts | Introduces Modern UI-aware tab height calculation and toggles `compact-height` to drive CSS behavior. |




",True
microsoft/vscode,324074,anthonykim1,APPROVED,2026-07-02T16:56:19Z,,False
microsoft/vscode,324072,copilot-pull-request-reviewer[bot],COMMENTED,2026-07-02T15:45:16Z,"## Pull request overview

Re-adds the top-level **Selection** menu to the Agents window menubar so macOS can surface the expected selection-related native menu roles/commands (addressing the reported Cmd+A “Select All” flakiness in the integrated browser context).

**Changes:**
- Register `MenuId.MenubarSelectionMenu` under `MenuId.MenubarMainMenu` with the standard localized mnemonic title.
- Restore the standard menubar ordering by inserting Selection between Edit and View.

<details open>
<summary>Show a summary per file</summary>

| File | Description |
| ---- | ----------- |
| src/vs/sessions/browser/parts/menubar.contribution.ts | Adds the missing “Selection” top-level menubar entry, matching the workbench menubar structure/order. |
</details>

## Review details





- **Files reviewed:** 1/1 changed files
- **Comments generated:** 0
- **Review effort level:** Low


",True
microsoft/vscode,324072,justschen,APPROVED,2026-07-02T17:47:47Z,,False
microsoft/vscode,324072,connor4312,APPROVED,2026-07-02T17:59:56Z,,False
microsoft/vscode,324070,copilot-pull-request-reviewer[bot],COMMENTED,2026-07-02T15:25:48Z,"## Pull request overview

This PR optimizes the extension-host fast-path for `vscode.workspace.fs` operations by avoiding an IPC `$ensureActivation(scheme)` roundtrip on every shortcut file-system call once the scheme has already been activated, reducing overhead for workloads that perform many small operations.

**Changes:**
- Replaces per-operation `$ensureActivation` calls in the shortcut path with a per-scheme activator (`provider.activate()`).
- Introduces `buildActivator(scheme)` to memoize activation for a provider entry.
- Extends the internal provider map entries to carry the activator function.




",True
microsoft/vscode,324070,DavyLandman,COMMENTED,2026-07-02T16:14:47Z,,False
microsoft/vscode,324069,aeschli,DISMISSED,2026-07-02T15:18:02Z,,False
microsoft/vscode,324069,copilot-pull-request-reviewer[bot],COMMENTED,2026-07-02T15:21:01Z,"## Pull request overview

This PR updates the Copilot Chat sessions provider in the Agents window (`vs/sessions`) to treat `chat.agentHost.enabled` as a startup-time snapshot rather than a live configuration value, aligning session-type gating with the agent host provider’s startup-only registration behavior.

**Changes:**
- Remove the per-call configuration read helper for `chat.agentHost.enabled`.
- Cache the `chat.agentHost.enabled` value once in the provider constructor and use it to gate Claude/Copilot CLI session type visibility.
- Stop treating `chat.agentHost.enabled` as a configuration-change trigger for `onDidChangeSessionTypes`.

<details open>
<summary>Show a summary per file</summary>

| File | Description |
| ---- | ----------- |
| src/vs/sessions/contrib/providers/copilotChatSessions/browser/copilotChatSessionsProvider.ts | Cache `chat.agentHost.enabled` at construction time and remove live reactivity to that setting when computing session type availability. |
</details>

## Review details





- **Files reviewed:** 1/1 changed files
- **Comments generated:** 1
- **Review effort level:** Low


",True
microsoft/vscode,324069,roblourens,APPROVED,2026-07-02T21:15:29Z,,False
microsoft/vscode,324068,copilot-pull-request-reviewer[bot],COMMENTED,2026-07-02T15:08:46Z,"## Pull request overview

This PR improves the “Open Subagent” affordance shown in subagent transcript blocks so it behaves like a stable, identifiable chip in the Agents window. It moves the pill to a fixed position in the header row, makes the chip label reflect the subagent chat title, and updates styling/behavior via a new sessions-layer action view item and CSS.

**Changes:**
- Repositioned the subagent header toolbar so the “Open Subagent” pill sits before the streaming title (stable layout).
- Updated the forwarded toolbar context to include both the subagent chat resource and agent name (for the chip prefix).
- Reworked the contributed pill rendering in the Agents window to a custom `BaseActionViewItem` chip with new CSS, including a running-state spinner and hidden duplicate inline title.

<details>
<summary>Show a summary per file</summary>

| File | Description |
| ---- | ----------- |
| src/vs/workbench/contrib/chat/browser/widget/chatContentParts/media/chatSubagentContent.css | Aligns toolbar layout to support a fixed-position pill at the start of the subagent header row. |
| src/vs/workbench/contrib/chat/browser/widget/chatContentParts/chatSubagentContentPart.ts | Inserts the toolbar before the streaming title and forwards `{ chatResource, agentName }` as toolbar context. |
| src/vs/sessions/SESSIONS.md | Updates documentation to reflect the new chip behavior, title resolution, and spinner styling approach. |
| src/vs/sessions/contrib/providers/agentHost/browser/openSubagentChat.ts | Implements the new action view item that renders the chip and reactively resolves the subagent chat title. |
| src/vs/sessions/contrib/providers/agentHost/browser/media/openSubagentChat.css | Adds chip styling, spinner swapping rules, and Agents-window-only duplicate-title hiding. |
</details>

## Review details





- **Files reviewed:** 5/5 changed files
- **Comments generated:** 3
- **Review effort level:** Low


",True
microsoft/vscode,324068,aeschli,APPROVED,2026-07-02T15:13:35Z,,False
microsoft/vscode,324068,aeschli,APPROVED,2026-07-02T15:14:04Z,,False
microsoft/vscode,324067,copilot-pull-request-reviewer[bot],COMMENTED,2026-07-02T15:05:20Z,"## Pull request overview

This PR extends the Chat prompt customization infrastructure by adding a new `IPromptsService` event (`onDidChangeAgentInstructions`) and wiring it through the prompts service implementation, file watching, and AI Customization item providers/tests.

**Changes:**
- Add `IPromptsService.onDidChangeAgentInstructions` and implement it in `PromptsService`.
- Add a new file-watching event source in `PromptFilesLocator` to detect changes impacting agent instruction files.
- Update tests, fixtures, and mocks to satisfy the expanded `IPromptsService` contract and ensure the event is exposed.

<details>
<summary>Show a summary per file</summary>

| File | Description |
| ---- | ----------- |
| src/vs/workbench/test/browser/componentFixtures/sessions/aiCustomizationManagementEditor.fixture.ts | Update mock prompts service fixture to include `onDidChangeAgentInstructions`. |
| src/vs/workbench/test/browser/componentFixtures/sessions/aiCustomizationListWidget.fixture.ts | Update mock prompts service fixture to include `onDidChangeAgentInstructions`. |
| src/vs/workbench/contrib/chat/test/common/promptSyntax/service/promptsService.test.ts | Add a basic test ensuring `onDidChangeAgentInstructions` is exposed. |
| src/vs/workbench/contrib/chat/test/common/promptSyntax/service/mockPromptsService.ts | Extend `MockPromptsService` with `onDidChangeAgentInstructions`. |
| src/vs/workbench/contrib/chat/test/browser/aiCustomization/aiCustomizationItemsModel.test.ts | Update test mocks to include `onDidChangeAgentInstructions`. |
| src/vs/workbench/contrib/chat/test/browser/agentSessions/agentHostClientTools.test.ts | Update test prompts service stub to include `onDidChangeAgentInstructions`. |
| src/vs/workbench/contrib/chat/test/browser/agentSessions/agentHostChatContribution.test.ts | Update test prompts service stub to include `onDidChangeAgentInstructions`. |
| src/vs/workbench/contrib/chat/common/promptSyntax/utils/promptFilesLocator.ts | Add `createAgentInstructionsUpdatedEvent()` to watch relevant roots/folders and fire on changes. |
| src/vs/workbench/contrib/chat/common/promptSyntax/service/promptsServiceImpl.ts | Lazily instantiate/dispose the agent-instructions watcher and expose the new event. |
| src/vs/workbench/contrib/chat/common/promptSyntax/service/promptsService.ts | Add `onDidChangeAgentInstructions` to the `IPromptsService` interface. |
| src/vs/workbench/contrib/chat/browser/aiCustomization/promptsServiceCustomizationItemProvider.ts | Include `onDidChangeAgentInstructions` as an invalidation signal for customization items. |
| src/vs/workbench/contrib/chat/browser/aiCustomization/aiCustomizationItemSource.ts | Clear cached provider promise on dispose to avoid retaining provider state. |
| src/vs/workbench/api/test/browser/mainThreadChatAgents2.test.ts | Update prompts service stub to include `onDidChangeAgentInstructions`. |
</details>

## Review details





- **Files reviewed:** 13/13 changed files
- **Comments generated:** 1
- **Review effort level:** Low


",True
microsoft/vscode,324067,vijayupadya,APPROVED,2026-07-02T16:44:51Z,,False
microsoft/vscode,324064,copilot-pull-request-reviewer[bot],COMMENTED,2026-07-02T14:39:22Z,"## Pull request overview

Hardens the `node_modules` cache build workflow by adding a post-`npm ci` guard that detects when a launcher package is present but its platform-specific native optional-dependency binary is missing, preventing poisoned caches from being saved and reused across jobs.

**Changes:**
- Added a data-driven native optional-dependency verifier script (`checkNativeOptionalDeps.ts`) that checks for expected binaries under `vendor/*/bin/` when the launcher package is installed.
- Integrated the verification step into Linux, macOS, and Windows `pr-node-modules` cache-build jobs on cache misses, before saving the cache.

<details open>
<summary>Show a summary per file</summary>

| File | Description |
| ---- | ----------- |
| build/azure-pipelines/common/checkNativeOptionalDeps.ts | Adds a post-install check that fails the cache build if required native optional-dependency binaries are missing. |
| .github/workflows/pr-node-modules.yml | Runs the new verifier after `npm ci` (on cache misses) and before saving `node_modules` caches on Linux/macOS/Windows. |
</details>

## Review details





- **Files reviewed:** 3/3 changed files
- **Comments generated:** 0
- **Review effort level:** Low


",True
microsoft/vscode,324058,copilot-pull-request-reviewer[bot],COMMENTED,2026-07-02T14:12:34Z,"## Pull request overview

This PR updates the Agents window styling for the multi-file diff editor so that per-file entry actions are no longer hover-only, making the action toolbar consistently visible within the multi-diff header UI.

**Changes:**
- Removed Agents-specific CSS that forced `.multiDiffEntry` header actions to be hidden (`opacity: 0`, `pointer-events: none`) until hover/focus.

<details open>
<summary>Show a summary per file</summary>

| File | Description |
| ---- | ----------- |
| src/vs/sessions/browser/media/style.css | Removes the Agents workbench override that hid multi-diff entry header actions, allowing the default multi-diff styling to keep actions visible. |
</details>

## Review details





- **Files reviewed:** 1/1 changed files
- **Comments generated:** 0
- **Review effort level:** Low


",True
microsoft/vscode,324058,chrmarti,APPROVED,2026-07-02T14:19:52Z,,False
microsoft/vscode,324056,copilot-pull-request-reviewer[bot],COMMENTED,2026-07-02T14:07:25Z,"## Pull request overview

This PR extends proxy-resolution support in the extension host and uses it in the Copilot extension’s fetcher telemetry so the event includes not only the resolved proxy type but also **which proxy configuration source** determined the result.

**Changes:**
- Expose `resolveProxyByURL` from the extension host’s patched `@vscode/proxy-agent` module alongside `resolveProxyURL`.
- Update Copilot fetcher telemetry collection to resolve and emit both `proxyType` and a new `proxySource` field (with timeout/missing/error sentinels).

<details open>
<summary>Show a summary per file</summary>

| File | Description |
| ---- | ----------- |
| src/vs/workbench/api/node/proxyResolver.ts | Exposes `resolveProxyByURL` on the patched `@vscode/proxy-agent` export used in the extension host. |
| extensions/copilot/src/extension/log/vscode-node/loggingActions.ts | Switches telemetry proxy resolution to `resolveProxyByURL` and adds `proxySource` to the emitted telemetry properties and GDPR annotation. |
</details>

## Review details





- **Files reviewed:** 2/2 changed files
- **Comments generated:** 0
- **Review effort level:** Low


",True
microsoft/vscode,324056,pwang347,APPROVED,2026-07-02T20:19:14Z,,False
microsoft/vscode,324055,copilot-pull-request-reviewer[bot],COMMENTED,2026-07-02T13:54:17Z,"## Pull request overview

Updates the Agents window sessions sidebar defaults so the always-visible **Pinned** and **Chats** sections start collapsed on first open (when there is no saved collapse state), while continuing to persist and respect the user’s expand/collapse choice across loads.

**Changes:**
- Change the default collapse state for the `pinned` and `quickchats` sections to `ObjectTreeElementCollapseState.PreserveOrCollapsed` when no saved state exists.
- Update the Sessions List spec to document the new first-open collapse behavior and persistence key.

<details open>
<summary>Show a summary per file</summary>

| File | Description |
| ---- | ----------- |
| src/vs/sessions/SESSIONS_LIST.md | Documents the new first-open default collapse behavior and where the user’s choice is persisted. |
| src/vs/sessions/contrib/sessions/browser/views/sessionsList.ts | Applies the new default collapse state for Pinned/Chats sections while preserving saved per-section collapse state. |
</details>

## Review details





- **Files reviewed:** 2/2 changed files
- **Comments generated:** 1
- **Review effort level:** Low


",True
microsoft/vscode,324055,ulugbekna,APPROVED,2026-07-02T14:11:34Z,,False
microsoft/vscode,324053,ulugbekna,APPROVED,2026-07-02T13:35:02Z,,False
microsoft/vscode,324053,copilot-pull-request-reviewer[bot],COMMENTED,2026-07-02T13:36:29Z,"## Pull request overview

Fixes the Agents window **Changes** view “Session Files” list so per-file-type icons render correctly by ensuring the widget’s resource labels are inside a file-icon-theme scope.

**Changes:**
- Add a file-icon themeable container scope to `SessionFilesWidget` by registering `createFileIconThemableTreeContainerScope` on the widget root.
- Align `SessionFilesWidget`’s `ResourceLabel` rendering with the changes tree (disable file decorations and apply strikethrough for deleted files).
- Update the best-practices instructions to clarify how resource-label file icons are enabled (`show-file-icons` + `createFileIconThemableTreeContainerScope`).

<details open>
<summary>Show a summary per file</summary>

| File | Description |
| ---- | ----------- |
| src/vs/sessions/contrib/changes/browser/sessionFilesWidget.ts | Adds file-icon theme scoping for the widget and tweaks label rendering for consistency (decorations/strikethrough). |
| .github/instructions/best-practices.instructions.md | Documents the requirement to scope resource-label lists/trees for file-icon theme rendering. |
</details>

## Review details





- **Files reviewed:** 2/2 changed files
- **Comments generated:** 1
- **Review effort level:** Low


",True
microsoft/vscode,324047,copilot-pull-request-reviewer[bot],COMMENTED,2026-07-02T12:27:49Z,"## Pull request overview

Fixes `fuzzyContains` in `vs/base/common/strings` so uppercase (and mixed-case) query characters can match by making the comparison case-insensitive on both the target and query. This addresses a real user-facing regression in the Views Quick Access picker where uppercase input could not match container labels.

**Changes:**
- Lowercase the `query` in `fuzzyContains` before performing `indexOf` comparisons.
- Extend the `fuzzyContains` unit tests with uppercase and mixed-case query assertions.

### Reviewed changes

Copilot reviewed 2 out of 2 changed files in this pull request and generated 1 comment.

| File | Description |
| ---- | ----------- |
| src/vs/base/common/strings.ts | Makes `fuzzyContains` compare against a lowercased query to enable case-insensitive fuzzy matching. |
| src/vs/base/test/common/strings.test.ts | Adds coverage for uppercase and mixed-case queries to prevent regressions. |




",True
microsoft/vscode,324045,copilot-pull-request-reviewer[bot],COMMENTED,2026-07-02T12:09:19Z,"## Pull request overview

Removes the first-run “system-wide keybindings” notice path to avoid racy multi-window startup behavior, keeping the underlying global shortcut registration/routing intact while simplifying the renderer↔main-process sync contract.

**Changes:**
- Drops the renderer-side first-run dialog, storage gating, and related service dependencies; sync now only warns about ignored `when` clauses and pushes keybindings to the main process.
- Simplifies main-process sync results to report only registration failures via `INativeSystemWideKeybindingResult`.
- Updates schema text and adapts unit tests to the updated return shape.

<details>
<summary>Show a summary per file</summary>

| File | Description |
| ---- | ----------- |
| src/vs/workbench/services/keybinding/browser/keybindingService.ts | Updates the `systemWide` schema description to remove the first-run notice wording. |
| src/vs/workbench/contrib/keybindings/electron-browser/systemWideKeybindings.contribution.ts | Removes the first-run dialog/storage gate and leaves only warning + sync behavior. |
| src/vs/platform/native/electron-main/nativeHostMainService.ts | Returns the main-service result directly from `syncSystemWideKeybindings` (failures only). |
| src/vs/platform/globalKeybindings/test/electron-main/globalKeybindingsMainService.test.ts | Updates tests to destructure `{ failed }` from the new result shape. |
| src/vs/platform/globalKeybindings/electron-main/globalKeybindingsMainService.ts | Changes `updateKeybindings` to return `INativeSystemWideKeybindingResult` instead of a raw string array. |
</details>

## Review details





- **Files reviewed:** 5/5 changed files
- **Comments generated:** 0
- **Review effort level:** Low


",True
microsoft/vscode,324045,alexr00,DISMISSED,2026-07-02T14:18:59Z,,False
microsoft/vscode,324045,aeschli,APPROVED,2026-07-02T15:12:48Z,,False
microsoft/vscode,324044,copilot-pull-request-reviewer[bot],COMMENTED,2026-07-02T11:55:23Z,"## Pull request overview

This PR adds diagnostic telemetry to identify when `ProxyChannel.fromService` IPC event buffering is actually used (i.e., buffered events get flushed to a late-attaching listener). It extends `Event.buffer` with an optional callback to report buffered event counts when the first listener attaches, and wires that into `ProxyChannel` plus key processes (electron main, shared process, agent host).

**Changes:**
- Extend `Event.buffer` to optionally report the buffered event count when the first listener attaches.
- Add a `ProxyChannel` process-wide buffer-usage reporter hook and emit telemetry (`ipc.proxyChannelBufferUsed`) when buffered events are delivered.
- Install this diagnostic telemetry reporter in electron-main, shared process, and agent host entry points.

<details>
<summary>Show a summary per file</summary>

| File | Description |
| ---- | ----------- |
| src/vs/platform/telemetry/common/telemetryUtils.ts | Adds installer that hooks `ProxyChannel` buffering and logs telemetry when buffering is used. |
| src/vs/platform/agentHost/node/agentHostMain.ts | Installs the proxy-channel buffer usage telemetry in the agent host process. |
| src/vs/code/electron-utility/sharedProcess/sharedProcessMain.ts | Installs the proxy-channel buffer usage telemetry in the shared process. |
| src/vs/code/electron-main/app.ts | Installs the proxy-channel buffer usage telemetry in the electron main process IPC channel init. |
| src/vs/base/test/common/event.test.ts | Adds unit tests validating the new “report buffered count on first listener” behavior. |
| src/vs/base/parts/ipc/common/ipc.ts | Introduces a global `ProxyChannel.setBufferUsageReporter` and wires it into buffered IPC events. |
| src/vs/base/common/event.ts | Extends `Event.buffer` signature + implementation to optionally report buffered count when first listener attaches. |
</details>

## Review details





- **Files reviewed:** 7/7 changed files
- **Comments generated:** 2
- **Review effort level:** Low


",True
microsoft/vscode,324040,copilot-pull-request-reviewer[bot],COMMENTED,2026-07-02T11:07:12Z,"## Pull request overview

This PR updates the chat “thinking” widget’s tool icon selection so comment-related tools render with the comment codicon, and removes a now-redundant inline comment icon from the `addComment` invocation reference text. This improves visual consistency for agent feedback/comment tool calls in the chat UI.

**Changes:**
- Updated `getToolInvocationIcon` to return `Codicon.comment` for tool IDs containing `comment`, ahead of broader search/list heuristics.
- Removed the inline `$(comment)` prefix from the `addComment` markdown reference and increased the inline preview truncation length.
- Updated unit tests to reflect the new icon selection and invocation text format.

<details open>
<summary>Show a summary per file</summary>

| File | Description |
| ---- | ----------- |
| src/vs/workbench/contrib/chat/browser/widget/chatContentParts/chatThinkingContentPart.ts | Adds comment-tool icon detection so the thinking icon uses `Codicon.comment` for comment tools. |
| src/vs/workbench/contrib/chat/browser/agentSessions/agentHost/stateToProgressAdapter.ts | Removes redundant inline comment icon from `addComment` reference and increases preview truncation length. |
| src/vs/workbench/contrib/chat/test/browser/widget/chatContentParts/chatThinkingContentPart.test.ts | Adds coverage asserting comment tools resolve to `Codicon.comment`. |
| src/vs/workbench/contrib/chat/test/browser/agentSessions/stateToProgressAdapter.test.ts | Updates expectations for the `addComment` reference markdown (no inline icon, updated truncation). |
</details>

## Review details





- **Files reviewed:** 4/4 changed files
- **Comments generated:** 0
- **Review effort level:** Low


",True
microsoft/vscode,324040,sandy081,APPROVED,2026-07-02T13:00:15Z,,False
