repo,pr_id,title,body,author,created_time,merged,labels
microsoft/vscode,323932,AgentHost - fix opening files when using checkpoint refs,"<!-- Thank you for submitting a Pull Request. Please:
* Read our Pull Request guidelines:
  https://github.com/microsoft/vscode/wiki/How-to-Contribute#pull-requests
* Associate an issue with the Pull Request.
* Ensure that the code is up-to-date with the `main` branch.
* Include a description of the proposed changes and how to test them.
-->
",lszomoru,2026-07-01T20:23:42Z,True,[]
microsoft/vscode,323931,Enhance CopilotSlashCommandCompletionProvider with session customizations and improve command handling,"<!-- Thank you for submitting a Pull Request. Please:
* Read our Pull Request guidelines:
  https://github.com/microsoft/vscode/wiki/How-to-Contribute#pull-requests
* Associate an issue with the Pull Request.
* Ensure that the code is up-to-date with the `main` branch.
* Include a description of the proposed changes and how to test them.
-->
",DonJayamanne,2026-07-01T20:22:01Z,True,[]
microsoft/vscode,323930,Allow opening browser tabs in a dedicated group or window,Closes https://github.com/microsoft/vscode/issues/323196,kycutler,2026-07-01T20:16:16Z,True,[]
microsoft/vscode,323926,Support server side powered model warnings,"<!-- Thank you for submitting a Pull Request. Please:
* Read our Pull Request guidelines:
  https://github.com/microsoft/vscode/wiki/How-to-Contribute#pull-requests
* Associate an issue with the Pull Request.
* Ensure that the code is up-to-date with the `main` branch.
* Include a description of the proposed changes and how to test them.
-->
<img width=""328"" height=""391"" alt=""image"" src=""https://github.com/user-attachments/assets/38dcc9f0-564f-4f2a-827e-c340f853f697"" />
",lramos15,2026-07-01T19:21:01Z,True,[]
microsoft/vscode,323923,chore: run npm audit fix,"<!-- Thank you for submitting a Pull Request. Please:
* Read our Pull Request guidelines:
  https://github.com/microsoft/vscode/wiki/How-to-Contribute#pull-requests
* Associate an issue with the Pull Request.
* Ensure that the code is up-to-date with the `main` branch.
* Include a description of the proposed changes and how to test them.
-->
",rzhao271,2026-07-01T18:54:44Z,True,[]
microsoft/vscode,323922,Agent Host: Use SDK shell exit metadata for command decorations,"Resolves: https://github.com/microsoft/vscode/issues/322163
Context:  https://github.com/github/copilot-sdk/issues/1803

You will now see proper command decoration when using shell tool from SDK:
<img width=""1401"" height=""1002"" alt=""Screenshot 2026-07-01 at 2 05 21 PM"" src=""https://github.com/user-attachments/assets/e490f1a5-0723-4897-a839-aa41a85fab33"" />


- Add `shell_exit` as Agent Host tool result content for SDK shell command exit metadata.
- Preserve SDK `tool.execution_complete.result.contents[]` shell exit blocks in both live Copilot Agent Host events and replay/history mapping.
- Use `shell_exit.exitCode` as the terminal command state source when the custom terminal tool is disabled.
- Treat `exitCode === 0` as success, non-zero exit codes as failure, and missing shell exit metadata as unknown/compatibility fallback.
- Keep `result.content` as the displayed text output and avoid rendering `shell_exit.outputPreview` as duplicate terminal output.
- Do not create fake terminal URI/resource content for SDK shell exit metadata.


-----------------------------------------
Inspirations from:

- Terminal command decoration state follows existing chat terminal behavior where `exitCode === undefined` means unfinished and non-zero exit codes are failures: [`chatTerminalToolProgressPart.ts`](https://github.com/microsoft/vscode/blob/92592a639ed277a861cb8a3fac7fd190aed17f6e/src/vs/workbench/contrib/chat/browser/widget/chatContentParts/toolInvocationParts/chatTerminalToolProgressPart.ts#L551-L562).",anthonykim1,2026-07-01T18:52:24Z,True,[]
microsoft/vscode,323921,codex: disable hosted image_generation tool to fix CAPI 400,"### Problem

Using the Codex harness in the Agents window (Code OSS from sources) can fail a turn with:

> The requested tool `image_generation` is not supported.

The Copilot CAPI returns `400 unsupported_value` (`param: tools`) because the request carries the hosted `image_generation` tool, which CAPI cannot serve.

### Root cause

The bundled `@openai/codex` (0.142.0) app-server includes the hosted `image_generation` tool in its `/responses` request when **all** of these hold:

1. `current_auth_uses_codex_backend()` — codex's login uses a codex backend
2. the provider capability `image_generation` is on
3. the model has the `Image` input modality
4. the `image_generation` feature is enabled

In our `vscode-proxy` setup, (2), (3) and (4) are effectively constant (capability is a hardcoded trait default, the codex models advertise `Image`, and the feature is Stable/default-on). **The only condition that varies is (1)** — and it is read from the developer's **own `~/.codex/auth.json`**, independent of VS Code:

- API-key / no login (`auth_mode: ""apikey""`) → tool **not** emitted → request succeeds.
- ChatGPT / agent-identity / PAT login → tool emitted → CAPI **400**.

This is why the failure is non-deterministic across machines even with the same model, VS Code build, and spawn args. VS Code sets `OPENAI_API_KEY=<proxy nonce>` (the provider's wire key), not `CODEX_API_KEY`, so codex's gating falls back to the on-disk login state. (`account/read accountType=none` in the logs is unrelated — that's the proxy provider's account, not the auth state used for gating.)

`CodexProxyService` forwards the request body verbatim to CAPI with no hosted-tool filtering, so the `image_generation` tool reaches CAPI and triggers the 400.

### Fix

Disable the codex `image_generation` feature at spawn time so codex never emits the hosted tool, deterministically for every developer regardless of their local codex login:

```
-c features.image_generation=false
```

",Giuspepe,2026-07-01T18:52:11Z,True,[]
microsoft/vscode,323919,Update distro commit (main),"Automated PR to update the `distro` commit in `package.json` to the HEAD of the `main` branch in [vscode-distro](https://github.com/microsoft/vscode-distro).

_Created automatically by the distro mismatch check._",vs-code-engineering[bot],2026-07-01T18:40:28Z,True,[]
microsoft/vscode,323918,"Agents - clear changes when switching between sessions, but not when siwtching between changesets","<!-- Thank you for submitting a Pull Request. Please:
* Read our Pull Request guidelines:
  https://github.com/microsoft/vscode/wiki/How-to-Contribute#pull-requests
* Associate an issue with the Pull Request.
* Ensure that the code is up-to-date with the `main` branch.
* Include a description of the proposed changes and how to test them.
-->
",lszomoru,2026-07-01T18:32:29Z,True,[]
microsoft/vscode,323917,Fix issues with chat perf pipeline,"<!-- Thank you for submitting a Pull Request. Please:
* Read our Pull Request guidelines:
  https://github.com/microsoft/vscode/wiki/How-to-Contribute#pull-requests
* Associate an issue with the Pull Request.
* Ensure that the code is up-to-date with the `main` branch.
* Include a description of the proposed changes and how to test them.
-->
",pwang347,2026-07-01T18:31:10Z,True,[]
microsoft/vscode,323916,copilot ah: test customization discovery and watching,"Introduce additional options for the server startup, allowing for more flexible environment configurations. Remove unnecessary test setup code to streamline the testing process.

",aeschli,2026-07-01T18:30:52Z,True,[]
microsoft/vscode,323914,"Automations: Management UI (create/edit dialog, list widget, ChatInputPart integration)","# Automations PR 3 (Management UI)

<img width=""2092"" height=""1126"" alt=""image"" src=""https://github.com/user-attachments/assets/cf605804-2d53-4e75-a958-cdcbc234137c"" />

## Context

This is part of a 4-PR stack adding scheduled agentic tasks to VS Code:

- **PR 1 - Foundation** (#323745, merged): Data model, storage, scheduling service, session types
- **PR 2 - Runner** (#323810): Execution engine that launches and monitors automation sessions
- **PR 3 - Management UI** (this one): Create/edit dialog, list widget, ChatInputPart integration
- **PR 4 - Integration**: Wires everything together. Activation triggers, status bar, notifications, commands

This PR adds the surfaces users interact with to configure and manage their automations.

## Changes Made

**New files:**

| File | Purpose |
|------|---------|
| `automationDialog.ts` | Modal dialog for creating/editing automations. Embeds ChatInputPart for prompt editing, plus workspace, isolation, branch, model, mode, permission, and schedule pickers. |
| `automationDialogService.ts` | Validates form input and bridges the dialog to the management service. |
| `automationSessionTypeProvider.ts` | Resolves available session types (Local, Background) per folder. |
| `automationsListWidget.ts` | List widget in the AI Customization editor. Toggle, run-now, edit, delete, run history. |
| `workspacePickerInputActionItem.ts` | ActionViewItem wrapper rendering the workspace picker as a toolbar chip. |

**ChatInputPart extensions:**

- Per-surface input state isolation via `widgetViewKindTag` storage keys so drafts don't bleed across surfaces.
- `resetLanguageModelToDefault()` tears down pending persisted-model waiters and resets to location default.
- `secondaryToolbarActionViewItemProvider` option lets hosts inject toolbar items via the menu system.
- `storeSelection` parameter honored in `setChatMode2` (previously dead code).
- `hideCustomChatModes` option filters the mode picker to built-in modes only.

**WorkspacePicker refactor (sessionWorkspacePicker.ts):**

- Multi-trigger support. Trigger elements can be independently added and removed without resetting picker state (needed for toolbar re-layouts).
- `IChatInputWorkspacePicker` interface for ChatInputPart integration.
- `renderTrigger()` / `removeTrigger()` lifecycle for managed trigger elements.

**Model picker improvements (chatModelPicker.ts):**

- `getCategoryLabel` defensive `typeof` guard for provider-supplied metadata.
- Session-type model memory. Remembers last-used model per session type.
- Configured-default override logic for enterprise policy compliance.

## Architecture

The dialog embeds `ChatInputPart` for the prompt surface and uses the structured menu system to inject custom toolbar items:

```
automationDialog.ts
  |- Creates scoped InstantiationService + ContextKeyService
  |- Sets ChatContextKeys.inAutomationsDialog = true
  |- Instantiates ChatInputPart with automations-specific options
  |     |- workspacePickerInput (folder chip in primary toolbar)
  |     |- secondaryToolbarActionViewItemProvider (harness + isolation chips)
  |     |- sessionTypePickerDelegate (session type binding)
  |     '- hideCustomChatModes: true
  '- Registers actions on MenuId.ChatInputSecondary
        |- OpenAutomationsHarnessChipAction (static ""Copilot CLI"" label)
        '- OpenAutomationsIsolationGroupAction (worktree/folder picker + branch)
```

The list widget integrates with the AI Customization management editor as a dedicated section, following the same patterns as prompts/instructions/hooks sections.

## Testing

- `automationsListWidget.test.ts` covers list rendering, enable/disable toggle, delete with confirmation, run-now success/failure/cleanup, edit dialog error paths, create dialog flows.
- `chatModelPicker.test.ts` covers `resetLanguageModelToDefault` and category label guard.
- `customizationHarnessService.test.ts` covers harness availability checks.
",benvillalobos,2026-07-01T18:16:30Z,True,[]
microsoft/vscode,323912,Illegal catshark,"<!-- Thank you for submitting a Pull Request. Please:
* Read our Pull Request guidelines:
  https://github.com/microsoft/vscode/wiki/How-to-Contribute#pull-requests
* Associate an issue with the Pull Request.
* Ensure that the code is up-to-date with the `main` branch.
* Include a description of the proposed changes and how to test them.
-->
",NguyenCuong1989,2026-07-01T18:08:06Z,False,[]
microsoft/vscode,323911,Update @github/copilot-sdk version to 1.0.5,"<!-- Thank you for submitting a Pull Request. Please:
* Read our Pull Request guidelines:
  https://github.com/microsoft/vscode/wiki/How-to-Contribute#pull-requests
* Associate an issue with the Pull Request.
* Ensure that the code is up-to-date with the `main` branch.
* Include a description of the proposed changes and how to test them.
-->
",DonJayamanne,2026-07-01T17:42:43Z,True,[]
microsoft/vscode,323907,Disable GitHub Copilot utility models by default for BYOK models,"When you pick a bring-your-own-key (BYOK) chat model, built-in ""utility"" flows (chat titles, summaries, and other small background calls) used to quietly fall back to GitHub Copilot's models — even without Copilot access. This PR stops that.

Now, when your main model is BYOK:

Utility flows no longer default to Copilot models.
Set chat.utilityModel / chat.utilitySmallModel to use your own model, or
Flip on the new chat.useCopilotModelsForUtilityModels setting to keep the old behavior.
Copilot main models are unaffected.",vritant24,2026-07-01T17:21:06Z,True,[]
microsoft/vscode,323903,Migrate Copilot `applicationinsights` dependencies to v3,"<!-- Thank you for submitting a Pull Request. Please:
* Read our Pull Request guidelines:
  https://github.com/microsoft/vscode/wiki/How-to-Contribute#pull-requests
* Associate an issue with the Pull Request.
* Ensure that the code is up-to-date with the `main` branch.
* Include a description of the proposed changes and how to test them.
-->

This updates all Copilot-owned `applicationinsights` references from v2 to v3 and aligns checked-in dependency artifacts with the new major. Scope is limited to Copilot manifests, lockfiles, and fixture snapshots that encode dependency versions.

- **Dependency declarations**
  - `extensions/copilot/package.json`: `applicationinsights` `^2.9.7` → `^3.15.1`
  - `extensions/copilot/chat-lib/package.json`: `applicationinsights` `^2.9.7` → `^3.15.1`

- **Resolved dependency state**
  - Regenerated:
    - `extensions/copilot/package-lock.json`
    - `extensions/copilot/chat-lib/package-lock.json`
  - Both now resolve `node_modules/applicationinsights` at `3.15.1`.

- **Repository consistency updates**
  - Updated Copilot Dependabot compatibility note to reflect v3.
  - Updated fixture snapshots containing prior `applicationinsights` v2 strings:
    - `extensions/copilot/src/extension/test/node/fixtures/gitdiff/03-large`
    - `extensions/copilot/src/extension/test/node/fixtures/gitdiff/03-large-many-changes`

```json
{
  ""dependencies"": {
    ""applicationinsights"": ""^3.15.1""
  }
}
```",Copilot,2026-07-01T16:58:10Z,False,[]
microsoft/vscode,323902,Update Copilot agent host descriptions,"Update both Copilot SDK agent descriptions to clarify that they run in the local agent host process.

Update the matching descriptor test expectations.

Tests: VS Code - Build; focused CopilotAgent and AgentHostChatContribution tests (285 passed).

(Written by Copilot)",roblourens,2026-07-01T16:58:07Z,True,[]
microsoft/vscode,323901,Update Copilot agent host descriptions,"Update both Copilot SDK agent descriptions to clarify that they run in the local agent host process.

Update the matching descriptor test expectations.

Tests: VS Code - Build; focused CopilotAgent and AgentHostChatContribution tests (285 passed).

(Written by Copilot)",roblourens,2026-07-01T16:55:17Z,False,[]
microsoft/vscode,323900,sessions: open the session when using Open in VS Code,"## What

The **Open in VS Code** action in the Agents window now opens the active session in Chat in the newly opened window, in addition to opening its workspace folder.

## Why

Fixes #323200. Previously the desktop action only opened the session's workspace folder. The user then had to manually open Chat and click into the session. The web variant of the action already forwarded the session (via the `session=` query param on the `vscode://` protocol URL, handled by the `vscode:openChatSession` IPC), but the desktop action went through `nativeHostService.openWindow(...)` and had no equivalent handoff.

## How

- Added an optional `chatSessionToOpen?: URI` to `IOpenWindowOptions` (`platform/window/common/window.ts`).
- In `NativeHostMainService.doOpenWindow`, capture the opened window and, when `chatSessionToOpen` is set, send `vscode:openChatSession` with `sendWhenReady`, reusing the existing handler (`ChatCommandLineHandler`) that calls `chatWidgetService.openSession(...)`.
- `OpenSessionInVSCodeAction` (Agents window, electron-browser) now passes the active session's `resource` as `chatSessionToOpen`.

This mirrors the existing protocol-URL handoff used by the web action and the `openAgentsWindow` flow, so the opened window restores both the folder and the session.

## Notes for reviewers

- No new IPC channel is introduced; this reuses the existing `vscode:openChatSession` handler.
- Typecheck (`typecheck-client`) and ESLint on the changed files both pass.
",sandy081,2026-07-01T16:49:23Z,True,[]
microsoft/vscode,323897,deps: update @github/copilot-sdk to version 1.0.5,"<!-- Thank you for submitting a Pull Request. Please:
* Read our Pull Request guidelines:
  https://github.com/microsoft/vscode/wiki/How-to-Contribute#pull-requests
* Associate an issue with the Pull Request.
* Ensure that the code is up-to-date with the `main` branch.
* Include a description of the proposed changes and how to test them.
-->
",DonJayamanne,2026-07-01T16:29:44Z,False,[]
microsoft/vscode,323896,Support rednering auto hover in model picker,"<!-- Thank you for submitting a Pull Request. Please:
* Read our Pull Request guidelines:
  https://github.com/microsoft/vscode/wiki/How-to-Contribute#pull-requests
* Associate an issue with the Pull Request.
* Ensure that the code is up-to-date with the `main` branch.
* Include a description of the proposed changes and how to test them.
-->
",lramos15,2026-07-01T16:29:39Z,True,[]
microsoft/vscode,323895,Update @github/copilot-sdk version to 1.0.5 in package.json and package-lock.json,"<!-- Thank you for submitting a Pull Request. Please:
* Read our Pull Request guidelines:
  https://github.com/microsoft/vscode/wiki/How-to-Contribute#pull-requests
* Associate an issue with the Pull Request.
* Ensure that the code is up-to-date with the `main` branch.
* Include a description of the proposed changes and how to test them.
-->
",DonJayamanne,2026-07-01T16:27:07Z,False,[]
microsoft/vscode,323894,"Agents - add ""Discard Changes"" action into the multi-file diff editor","<!-- Thank you for submitting a Pull Request. Please:
* Read our Pull Request guidelines:
  https://github.com/microsoft/vscode/wiki/How-to-Contribute#pull-requests
* Associate an issue with the Pull Request.
* Ensure that the code is up-to-date with the `main` branch.
* Include a description of the proposed changes and how to test them.
-->
",lszomoru,2026-07-01T16:18:09Z,True,[]
microsoft/vscode,323892,Enhance telemetry for findTextInFilesTool with requested max results,"Improve telemetry by including the requested maximum results in the findTextInFilesTool, allowing for better insights into user requests and tool performance.

",dbaeumer,2026-07-01T16:11:47Z,True,[]
microsoft/vscode,323889,Update README to include MFA testing note,"Added a note about testing MFA requirement for new accounts.

<!-- Thank you for submitting a Pull Request. Please:
* Read our Pull Request guidelines:
  https://github.com/microsoft/vscode/wiki/How-to-Contribute#pull-requests
* Associate an issue with the Pull Request.
* Ensure that the code is up-to-date with the `main` branch.
* Include a description of the proposed changes and how to test them.
-->
",technomency,2026-07-01T15:10:45Z,False,[]
microsoft/vscode,323887,Agents - cleanup branch changes subscription,"<!-- Thank you for submitting a Pull Request. Please:
* Read our Pull Request guidelines:
  https://github.com/microsoft/vscode/wiki/How-to-Contribute#pull-requests
* Associate an issue with the Pull Request.
* Ensure that the code is up-to-date with the `main` branch.
* Include a description of the proposed changes and how to test them.
-->
",lszomoru,2026-07-01T14:50:44Z,True,[]
microsoft/vscode,323886,"Git - Don't have 2 commands called ""Open Changes""","So far we had:

    ""command.openChange"": ""Open Changes"",
    ""command.viewChanges"": ""Open Changes"",

making the Command Pallete confusing:

<img width=""250"" height=""132"" alt=""image"" src=""https://github.com/user-attachments/assets/11f2365d-0802-4c4d-8fc7-cad12536c611"" />

<!-- Thank you for submitting a Pull Request. Please:
* Read our Pull Request guidelines:
  https://github.com/microsoft/vscode/wiki/How-to-Contribute#pull-requests
* Associate an issue with the Pull Request.
* Ensure that the code is up-to-date with the `main` branch.
* Include a description of the proposed changes and how to test them.
-->
",nh2,2026-07-01T14:46:47Z,False,[]
microsoft/vscode,323885,Revert explorer paste hasResources guard (#323002) on main,"Restores pasting files copied from an external OS file explorer into the Explorer, which regressed in 1.127.0 (#323858).

The guard added by #323002 read `event.clipboardData.files` after awaiting `clipboardService.hasResources()`. The clipboard `DataTransfer` is only valid during synchronous paste-event dispatch, so after the await the file list was empty and external pastes did nothing. The guard was only needed to counter the double-paste from #320685 (native OS file writes); this reverts to the simple listener on main.

Not reverted on release/1.127 since that release already shipped.

<!-- Thank you for submitting a Pull Request. Please:
* Read our Pull Request guidelines:
  https://github.com/microsoft/vscode/wiki/How-to-Contribute#pull-requests
* Associate an issue with the Pull Request.
* Ensure that the code is up-to-date with the `main` branch.
* Include a description of the proposed changes and how to test them.
-->
",lramos15,2026-07-01T14:29:29Z,True,[]
microsoft/vscode,323882,createRealSession to accept URI for workingDirectory in integration tests to avoid confusion,"<!-- Thank you for submitting a Pull Request. Please:
* Read our Pull Request guidelines:
  https://github.com/microsoft/vscode/wiki/How-to-Contribute#pull-requests
* Associate an issue with the Pull Request.
* Ensure that the code is up-to-date with the `main` branch.
* Include a description of the proposed changes and how to test them.
-->
",aeschli,2026-07-01T14:10:01Z,True,[]
microsoft/vscode,323881,Re-enable Codex smoke test with a fast-fail native-binary pre-check,"## Problem

The `Agents Window (Codex) › Test Codex session` smoke test failed on Linux (temporarily skipped in #323867) with:

```
Error: Codex binary not executable: .../@openai/codex-linux-x64/.../codex (ENOENT)
```

## Root cause

`@openai/codex` (our devDependency) is only a thin launcher shim; the native binary ships as its per-platform **optional** dependency (`@openai/codex-<platform>-<arch>`). `npm install` silently ignores an optional dependency that fails to install, so a `node_modules` cache built during such a hiccup keeps the shim but loses the binary. The shim still makes Codex report as ""available"", so the test ran and then failed at spawn time. Because the Linux cache is written once per lockfile hash, every PR restoring that one poisoned cache failed identically.

## Verification

Running only the Codex smoke test on Linux, restoring the same shared cache:

- Broken cache key `be1f7d0d…` (binary missing) → **fails**: https://github.com/microsoft/vscode/actions/runs/28527757731
- Fresh cache (binary present) → **passes**: https://github.com/microsoft/vscode/actions/runs/28522256973

## This PR

- Re-enables the Codex session smoke test (skipped in #323867).
- Adds a from-source pre-check: if the shim is present but the native binary is missing, fail fast with an actionable message instead of a 5-minute timeout.

No cache change is needed here — main's lockfile has since rolled to a healthy cache. **If it recurs, bumping `build/.cachesalt` forces a fresh `npm ci` that reinstalls the binary.**
",Giuspepe,2026-07-01T14:05:25Z,True,[]
microsoft/vscode,323875,Create arqv,"<!-- Thank you for submitting a Pull Request. Please:
* Read our Pull Request guidelines:
  https://github.com/microsoft/vscode/wiki/How-to-Contribute#pull-requests
* Associate an issue with the Pull Request.
* Ensure that the code is up-to-date with the `main` branch.
* Include a description of the proposed changes and how to test them.
-->
",MateusRibasMarques,2026-07-01T13:25:16Z,False,[]
microsoft/vscode,323871,Support system-wide (OS global) keybindings,"## Why

Some workflows benefit from a keybinding that works even when VS Code does not have OS focus, for example a global shortcut to open or reveal the Agents window from anywhere. Today VS Code keybindings only fire when a VS Code window is focused.

## What

Adds an opt-in `""systemWide"": true` flag for entries in `keybindings.json`:

```jsonc
{
  ""key"": ""ctrl+cmd+a"",
  ""command"": ""workbench.action.openAgentsWindow"",
  ""systemWide"": true
}
```

When set, the shortcut is registered as an OS-global shortcut, so pressing it runs the command even while another application is focused.

Opt-in is per keybinding - there is no global on/off setting to flip. Any user keybinding that carries `""systemWide"": true` is registered as a global shortcut. Because global shortcuts are captured OS-wide (they take the key combination away from other apps while VS Code is running), the first time such a binding is registered the user sees a one-time informational notice with a single ""I Understand"" button, so the behavior is never a surprise.

## How it works

End to end: parse the flag, thread it through the resolved keybinding model, have a renderer contribution select the opted-in bindings and sync them to the main process over a new `nativeHost` IPC, and have a new main-process service own Electron's `globalShortcut`. On trigger, the service routes the command back into a window renderer via the existing `vscode:runAction` path.

## Focus behavior

A system-wide shortcut fires while VS Code is typically unfocused, so the trigger deliberately does not pull the routing window to the foreground. The invoked command decides what to surface: `openAgentsWindow`, for instance, reveals and focuses the Agents window on its own, with no flicker of the main window.

For commands that surface UI in the current window (e.g. Quick Open) and therefore do want the window revealed, this PR also adds a generic `workbench.action.focusWindow` command that raises the current window using `FocusMode.Force` (works even when the app is not active). Users can compose it via `runCommands`:

```jsonc
{
  ""key"": ""ctrl+cmd+p"",
  ""command"": ""runCommands"",
  ""args"": { ""commands"": [""workbench.action.focusWindow"", ""workbench.action.quickOpen""] },
  ""systemWide"": true
}
```

## Changes by area (suggested review order)

Review roughly top to bottom: shared contracts first, then parsing, then the renderer, then the main process, then trigger routing, then the focus command, then tests.

**1. Shared contracts and data model**
- `platform/keybinding/common/keybinding.ts` - adds `systemWide?: boolean` to `IUserFriendlyKeybinding` (the user-facing `keybindings.json` shape), documented as desktop-only and user-keybindings-only.
- `platform/keybinding/common/resolvedKeybindingItem.ts` - carries `systemWide` on `ResolvedKeybindingItem` as a new trailing constructor arg defaulting to `false`, so defaults and extension keybindings are never system-wide.
- `platform/native/common/native.ts` - new IPC contract: `INativeSystemWideKeybinding` (accelerator, commandId, args, label), `INativeSystemWideKeybindingResult` (`failed[]`), and `syncSystemWideKeybindings(...)` on the native host service.
- `platform/window/common/window.ts` - adds `'systemWideKeybinding'` to the `INativeRunActionInWindowRequest.from` union.

**2. Parsing and serialization (`keybindings.json` <-> model)**
- `workbench/services/keybinding/common/keybindingIO.ts` - reads `systemWide` from JSON (defaults to `false` when absent/non-boolean) and writes it back out; adds the field to `IUserKeybindingItem`.
- `workbench/services/keybinding/browser/keybindingService.ts` - threads `item.systemWide` into both `ResolvedKeybindingItem` construction paths, and registers the `systemWide` property in the `keybindings.json` JSON schema (documented as desktop-only, single-combination-only, `when` ignored for the global trigger, with a one-time notice on first registration).

**3. Renderer contribution (selection + sync)**
- `workbench/contrib/keybindings/electron-browser/systemWideKeybindings.contribution.ts` - the core renderer logic. Exposes a pure `selectSystemWideKeybindings()` (filter opted-in bindings, translate to Electron accelerators, dedupe, drop unsupported chords with a warning), debounces syncing via a `RunOnceScheduler`, shows a one-time informational notice before the first registration (persisting an ""acknowledged"" flag in application storage so it appears only once), and calls `nativeHostService.syncSystemWideKeybindings(...)`.
- `workbench/workbench.desktop.main.ts` - registers the contribution in the desktop workbench.

**4. Main process (owns the OS globalShortcut)**
- `platform/globalKeybindings/electron-main/globalKeybindingsMainService.ts` - the heart of the feature. Owns a per-window registry, registers/unregisters accelerators via an injected `globalShortcut` (`IGlobalShortcutRegistry`, for testability), resolves cross-window conflicts deterministically, returns labels that failed to register, and on trigger routes the command to a target window via `sendWhenReady('vscode:runAction', ...)`. Cleans up on window destroy and shutdown.
- `platform/native/electron-main/nativeHostMainService.ts` - implements `syncSystemWideKeybindings` by forwarding to the service (keyed by the calling `windowId`).
- `code/electron-main/app.ts` - registers the service in DI, injecting Electron's `globalShortcut` as a constructor dependency.
- `main.ts` - enables Electron's `GlobalShortcutsPortal` feature on Linux so `globalShortcut` works under Wayland (no-op elsewhere).

**5. Trigger routing (main -> renderer -> command)**
- `workbench/electron-browser/window.ts` - handles `from: 'systemWideKeybinding'` in the `vscode:runAction` handler, running the command with exactly the configured args and intentionally not appending a `{ from }` sentinel.

**6. Focus behavior and the focusWindow command**
- `workbench/electron-browser/actions/windowActions.ts` - adds `FocusWindowAction` (`workbench.action.focusWindow`) that raises the current window via `hostService.focus(getActiveWindow(), { mode: FocusMode.Force })`.
- `workbench/electron-browser/desktop.contribution.ts` - registers the new action.

**7. Tests**
- `platform/globalKeybindings/test/electron-main/globalKeybindingsMainService.test.ts` - registration, dedupe, cross-window conflict resolution, trigger payload/routing (asserts the routing window is not force-focused), and teardown on window close/shutdown.
- `workbench/contrib/keybindings/test/electron-browser/systemWideKeybindings.test.ts` - `selectSystemWideKeybindings()` filtering, args/when handling, chord rejection, and first-wins dedupe.
- `workbench/services/keybinding/test/browser/keybindingIO.test.ts` - round-trips the `systemWide` flag.
- `workbench/services/keybinding/test/browser/keybindingEditing.test.ts` - guards against data loss: editing one entry preserves `systemWide` on others.
- `workbench/test/electron-browser/workbenchTestServices.ts` - stub for the new native host method.

## Notes for reviewers

- The feature is always active (any user keybinding with `""systemWide"": true`); there is no enablement setting. The one-time informational notice makes the OS-global capture explicit before the first registration and is purely a heads-up, so there is no ""off"" state to get stuck in.
- Global shortcuts are a shared OS resource; the service resolves conflicts deterministically and unregisters on window close and shutdown.
- `GlobalKeybindingsMainService` takes Electron's `globalShortcut` as a constructor dependency so it stays unit-testable.
- Chorded bindings cannot be OS globals and are skipped with a warning; accelerator support follows Electron's `globalShortcut` capabilities.
- No new focusable UI surface is added (only a one-time informational notice dialog and a command palette entry), so no accessible-view work was required.",ulugbekna,2026-07-01T13:03:34Z,True,[]
microsoft/vscode,323868,sessions: add diagnostics for per-session PR icon polling,"## What

Adds targeted diagnostics to `GitHubPullRequestPollingContribution` (`src/vs/sessions/contrib/github/browser/github.contribution.ts`) to pinpoint why **non-active** agent-host session PR status icons don't refresh until the session is activated.

- Introduces a discriminated `PullRequestIdentityState` (`ok` / `archived` / `no-workspace` / `no-git-repository` / `no-pull-request`) for the per-session identity derivation, and logs the **precise stage** at which a session's PR model is *not* kept warm (previously a single generic ""no PR identity yet"" trace collapsed all four bail-out stages together).
- Logs the **total tracked poller count** on each `onDidChangeSessions`, so we can immediately tell whether the poller even sees the sessions in the list.

## Why

Reported symptom: in the agent-host sessions list, a session's PR icon does not update while another session is active — it only refreshes when you click the session to make it active. Renderer logs show the shared PR/CI/review-thread models being **created and immediately disposed** for non-active sessions (refcount 0->1->0), and the affected PR's review threads only start polling at the moment of activation — i.e. the per-session poller is not keeping non-active sessions warm.

The reactive wiring looks correct on paper, so rather than guess at a fix, this change makes the next repro self-diagnosing: the `reason:` on the bail-out trace and the tracked-poller count will show exactly which stage fails (never tracked vs. tracked but no workspace/gitRepository/PR).

## Notes for reviewers

- **No behavior change.** Only the `ok` state starts polling, exactly as the previous `!identity` check did. Structural equality still de-dupes the (now stable) reason objects, so the poller does not churn.
- All new strings are trace-level logs under the existing `[PR-ICON-TRACE]` prefix — filter renderer logs on `[PR-ICON-TRACE] [PollingContribution]` to follow it.

Co-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>
",benibenj,2026-07-01T12:11:21Z,True,[]
microsoft/vscode,323867,Skip Codex session smoke test,"Skips the `Agents Window (Codex) > Test Codex session` smoke test by changing `it(...)` to `it.skip(...)`.

Co-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>",benibenj,2026-07-01T12:04:43Z,True,[]
